"src_nl","tgt_sql"
"Find the department with the highest number of courses","SELECT d.department_name FROM department d JOIN course c ON d.department_id = c.department_id GROUP BY d.department_name ORDER BY COUNT(c.course_id) DESC LIMIT 1;"
"List all course codes that start with 'ME'","SELECT * FROM course WHERE course_code LIKE 'ME%';"
"Find courses that have exactly 4 credits","SELECT * FROM course WHERE credits = 4;"
"Get total credits of all courses combined","SELECT SUM(credits) AS total_credits FROM course;"
"Show courses and their corresponding department HODs","SELECT c.course_name, d.hod_name FROM course c JOIN department d ON c.department_id = d.department_id;"
"List courses without any subjects assigned","SELECT c.* FROM course c LEFT JOIN subject s ON c.course_id = s.course_id WHERE s.subject_id IS NULL;"
"Find all subjects under each course","SELECT c.course_name, s.subject_name FROM course c JOIN subject s ON c.course_id = s.course_id ORDER BY c.course_name;"
"Show number of subjects for each course","SELECT c.course_name, COUNT(s.subject_id) AS subject_count FROM course c JOIN subject s ON c.course_id = s.course_id GROUP BY c.course_name;"
"Find courses that have subjects handled by faculty named 'Asha Rao'","SELECT DISTINCT c.course_name FROM course c JOIN subject s ON c.course_id = s.course_id JOIN faculty f ON s.faculty_id = f.faculty_id WHERE f.first_name = 'Asha' AND f.last_name = 'Rao';"
"Get course names with their total enrolled students","SELECT c.course_name, COUNT(e.student_id) AS total_students FROM course c JOIN enrollment e ON c.course_id = e.course_id GROUP BY c.course_name;"
"List courses having more than 50 enrollments","SELECT c.course_name FROM course c JOIN enrollment e ON c.course_id = e.course_id GROUP BY c.course_name HAVING COUNT(e.enrollment_id) > 50;"
"Show course with the maximum number of enrollments","SELECT c.course_name FROM course c JOIN enrollment e ON c.course_id = e.course_id GROUP BY c.course_name ORDER BY COUNT(e.enrollment_id) DESC LIMIT 1;"
"Find all courses where students are enrolled in semester 6","SELECT DISTINCT c.course_name FROM course c JOIN enrollment e ON c.course_id = e.course_id WHERE e.semester = 6;"
"List courses that do not have any enrollments","SELECT c.* FROM course c LEFT JOIN enrollment e ON c.course_id = e.course_id WHERE e.course_id IS NULL;"
"Get all course names and their duration in years","SELECT course_name, duration_years FROM course;"
"Find the longest duration course","SELECT * FROM course ORDER BY duration_years DESC LIMIT 1;"
"Get the shortest duration course","SELECT * FROM course ORDER BY duration_years ASC LIMIT 1;"
"Show total number of courses per duration","SELECT duration_years, COUNT(*) AS total FROM course GROUP BY duration_years;"
"List courses with credits between 2 and 5","SELECT * FROM course WHERE credits BETWEEN 2 AND 5;"
"Find average credits for all courses","SELECT AVG(credits) AS avg_credits FROM course;"
"Get details of the course with code starting 'EE' and lasting 4 years","SELECT * FROM course WHERE course_code LIKE 'EE%' AND duration_years = 4;"
"Find department-wise maximum course credits","SELECT d.department_name, MAX(c.credits) AS max_credits FROM course c JOIN department d ON c.department_id = d.department_id GROUP BY d.department_name;"
"Find all departments that offer courses with less than 3 credits","SELECT DISTINCT d.department_name FROM course c JOIN department d ON c.department_id = d.department_id WHERE c.credits < 3;"
"Show all course names and total subjects and credits per course","SELECT c.course_name, COUNT(s.subject_id) AS total_subjects, SUM(c.credits) AS total_credits FROM course c LEFT JOIN subject s ON c.course_id = s.course_id GROUP BY c.course_name;"
"Get course names where department was established before 2010","SELECT c.course_name FROM course c JOIN department d ON c.department_id = d.department_id WHERE d.established_date < '2010-01-01';"
"Insert a new course record","INSERT INTO course (course_id, course_name, course_code, credits, duration_years, description, department_id) VALUES (501, 'Data Analytics', 'DA501', 4, 2, 'Study of data analysis methods', 2);"
"Update duration of course 'Machine Learning' to 3 years","UPDATE course SET duration_years = 3 WHERE course_name = 'Machine Learning';"
"Increase credits by 1 for all courses of department 3","UPDATE course SET credits = credits + 1 WHERE department_id = 3;"
"Delete course with ID 205","DELETE FROM course WHERE course_id = 205;"
"Delete all courses having duration less than 2 years","DELETE FROM course WHERE duration_years < 2;"
"Find courses that have both theory and lab subjects","SELECT DISTINCT c.course_name FROM course c JOIN subject s1 ON c.course_id = s1.course_id JOIN subject s2 ON c.course_id = s2.course_id WHERE s1.subject_name ILIKE '%Theory%' AND s2.subject_name ILIKE '%Lab%';"
"Show all courses taught by faculty with qualification 'PhD'","SELECT DISTINCT c.course_name FROM course c JOIN subject s ON c.course_id = s.course_id JOIN faculty f ON s.faculty_id = f.faculty_id WHERE f.qualification ILIKE '%PhD%';"
"List courses that are common between IT and CS departments","SELECT c.course_name FROM course c JOIN department d ON c.department_id = d.department_id WHERE d.department_name IN ('Information Technology','Computer Science') GROUP BY c.course_name HAVING COUNT(DISTINCT d.department_name) = 2;"
"Find departments that offer more than 5 courses","SELECT d.department_name FROM department d JOIN course c ON d.department_id = c.department_id GROUP BY d.department_name HAVING COUNT(c.course_id) > 5;"
"Get all course names that contain the word 'Engineering'","SELECT * FROM course WHERE course_name ILIKE '%Engineering%';"
"Find average duration and credits per department","SELECT d.department_name, AVG(c.duration_years) AS avg_duration, AVG(c.credits) AS avg_credits FROM course c JOIN department d ON c.department_id = d.department_id GROUP BY d.department_name;"
"Show department that offers the course 'Artificial Intelligence'","SELECT d.department_name FROM department d JOIN course c ON d.department_id = c.department_id WHERE c.course_name = 'Artificial Intelligence';"
"Find the total credits per department","SELECT d.department_name, SUM(c.credits) AS total_credits FROM course c JOIN department d ON c.department_id = d.department_id GROUP BY d.department_name;"
"List all courses with subjects taught in semester 8","SELECT DISTINCT c.course_name FROM course c JOIN subject s ON c.course_id = s.course_id WHERE s.semester = 8;"
"List all 4-year courses","SELECT * FROM course WHERE duration_years = 4;"
"Show all course names ending with 'Engineering'","SELECT * FROM course WHERE course_name ILIKE '%Engineering';"
"Find total number of 3-credit courses","SELECT COUNT(*) AS total_3_credit_courses FROM course WHERE credits = 3;"
"Get courses under 'Mechanical' department","SELECT c.* FROM course c JOIN department d ON c.department_id = d.department_id WHERE d.department_name = 'Mechanical';"
"List all courses having 'Data' in their name","SELECT * FROM course WHERE course_name ILIKE '%Data%';"
"Show course names with their department names","SELECT c.course_name, d.department_name FROM course c JOIN department d ON c.department_id = d.department_id;"
"Find total number of credits for 2-year courses","SELECT SUM(credits) AS total_credits FROM course WHERE duration_years = 2;"
"Get the count of 5-credit courses in 'Computer Science'","SELECT COUNT(*) FROM course c JOIN department d ON c.department_id = d.department_id WHERE d.department_name = 'Computer Science' AND c.credits = 5;"
"Show top 5 longest duration courses","SELECT * FROM course ORDER BY duration_years DESC LIMIT 5;"
"Find total number of courses per credit value","SELECT credits, COUNT(*) AS total_courses FROM course GROUP BY credits;"
"List courses with duration between 1 and 3 years","SELECT * FROM course WHERE duration_years BETWEEN 1 AND 3;"
"Show course codes of all Electrical courses","SELECT course_code FROM course c JOIN department d ON c.department_id = d.department_id WHERE d.department_name = 'Electrical';"
"Get all 2-credit courses offered by Civil department","SELECT c.* FROM course c JOIN department d ON c.department_id = d.department_id WHERE d.department_name = 'Civil' AND c.credits = 2;"
"Find course having maximum credits in each department","SELECT d.department_name, MAX(c.credits) AS max_credits FROM course c JOIN department d ON c.department_id = d.department_id GROUP BY d.department_name;"
"Get all courses grouped by duration","SELECT duration_years, STRING_AGG(course_name, ', ') AS courses FROM course GROUP BY duration_years;"
"Show departments offering 4-year courses","SELECT DISTINCT d.department_name FROM course c JOIN department d ON c.department_id = d.department_id WHERE c.duration_years = 4;"
"Find courses that do not belong to any department","SELECT * FROM course WHERE department_id IS NULL;"
"Show courses having the same credits as 'AI and ML'","SELECT * FROM course WHERE credits = (SELECT credits FROM course WHERE course_name = 'AI and ML');"
"Get the average credits of courses per duration","SELECT duration_years, AVG(credits) AS avg_credits FROM course GROUP BY duration_years;"
"Find all courses where credits > average credits","SELECT * FROM course WHERE credits > (SELECT AVG(credits) FROM course);"
"List all distinct course durations","SELECT DISTINCT duration_years FROM course;"
"Show course names with credits greater than department average","SELECT c.course_name FROM course c JOIN department d ON c.department_id = d.department_id WHERE c.credits > (SELECT AVG(c2.credits) FROM course c2 WHERE c2.department_id = d.department_id);"
"Find courses with identical credit and duration values","SELECT * FROM course WHERE credits = duration_years;"
"Get total number of short-term courses (less than 2 years)","SELECT COUNT(*) FROM course WHERE duration_years < 2;"
"Show all courses with missing description","SELECT * FROM course WHERE description IS NULL OR description = '';"
"List course names containing the word 'Design'","SELECT * FROM course WHERE course_name ILIKE '%Design%';"
"Show course codes and credits sorted by credits descending","SELECT course_code, credits FROM course ORDER BY credits DESC;"
"Get the latest added course (highest course_id)","SELECT * FROM course ORDER BY course_id DESC LIMIT 1;"
"Find total number of 3-year courses per department","SELECT d.department_name, COUNT(c.course_id) AS total_3_year_courses FROM course c JOIN department d ON c.department_id = d.department_id WHERE c.duration_years = 3 GROUP BY d.department_name;"
"Show all course names in uppercase","SELECT UPPER(course_name) FROM course;"
"Show all course names in lowercase","SELECT LOWER(course_name) FROM course;"
"Get total number of courses with even course_id","SELECT COUNT(*) FROM course WHERE MOD(course_id, 2) = 0;"
"Find all courses with similar credits as 'Machine Learning'","SELECT * FROM course WHERE credits = (SELECT credits FROM course WHERE course_name = 'Machine Learning');"
"Show average credits for 4-year courses","SELECT AVG(credits) AS avg_credits FROM course WHERE duration_years = 4;"
"List course names with credits less than 3","SELECT * FROM course WHERE credits < 3;"
"Show top 3 departments by total course credits","SELECT d.department_name, SUM(c.credits) AS total_credits FROM course c JOIN department d ON c.department_id = d.department_id GROUP BY d.department_name ORDER BY total_credits DESC LIMIT 3;"
"Find number of departments offering at least one 5-credit course","SELECT COUNT(DISTINCT department_id) FROM course WHERE credits = 5;"
"Show courses ordered by duration and credits","SELECT * FROM course ORDER BY duration_years DESC, credits DESC;"
"List all courses that include 'Technology' in their name","SELECT * FROM course WHERE course_name ILIKE '%Technology%';"
"Find total duration of all Electrical courses combined","SELECT SUM(c.duration_years) FROM course c JOIN department d ON c.department_id = d.department_id WHERE d.department_name = 'Electrical';"
"Show distinct number of credits available","SELECT DISTINCT credits FROM course ORDER BY credits;"
"Get all courses from departments starting with 'C'","SELECT c.* FROM course c JOIN department d ON c.department_id = d.department_id WHERE d.department_name LIKE 'C%';"
"Find all 3-credit courses that last 2 years","SELECT * FROM course WHERE credits = 3 AND duration_years = 2;"
"Show course names that do not have 'Engineering' in their name","SELECT * FROM course WHERE course_name NOT ILIKE '%Engineering%';"
"Get total count of unique credits and durations","SELECT COUNT(DISTINCT credits) AS unique_credits, COUNT(DISTINCT duration_years) AS unique_durations FROM course;"
"List course names with description longer than 50 characters","SELECT * FROM course WHERE LENGTH(description) > 50;"
"Find the oldest department’s course names","SELECT c.course_name FROM course c JOIN department d ON c.department_id = d.department_id ORDER BY d.established_date ASC LIMIT 5;"
"Show departments with average course duration greater than 3 years","SELECT d.department_name FROM department d JOIN course c ON d.department_id = c.department_id GROUP BY d.department_name HAVING AVG(c.duration_years) > 3;"
"Find all courses with credits divisible by 2","SELECT * FROM course WHERE MOD(credits, 2) = 0;"
"List all course names having both 'Data' and 'Systems'","SELECT * FROM course WHERE course_name ILIKE '%Data%' AND course_name ILIKE '%Systems%';"
"Find course names with 4 credits","SELECT course_name FROM course WHERE credits = 4;"
"Get all elective courses","SELECT * FROM course WHERE course_type = 'Elective';"
"Show mandatory courses only","SELECT * FROM course WHERE course_type = 'Core';"
"List courses offered in semester 6","SELECT * FROM course WHERE semester = 6;"
"Show all advanced-level courses","SELECT * FROM course WHERE level = 'Advanced';"
"Find beginner-level courses","SELECT * FROM course WHERE level = 'Beginner';"
"List all courses having lab work","SELECT * FROM course WHERE has_lab = TRUE;"
"Find total number of credits in semester 4","SELECT SUM(credits) FROM course WHERE semester = 4;"
"Get average course duration","SELECT AVG(duration_weeks) FROM course;"
"Show courses with more than 5 credits","SELECT * FROM course WHERE credits > 5;"
"Find courses shorter than 6 weeks","SELECT * FROM course WHERE duration_weeks < 6;"
"Show courses having exactly 3 credits","SELECT * FROM course WHERE credits = 3;"
"List course names alphabetically","SELECT course_name FROM course ORDER BY course_name;"
"Show top 5 longest courses","SELECT * FROM course ORDER BY duration_weeks DESC LIMIT 5;"
"Find course code for 'Operating Systems'","SELECT course_code FROM course WHERE course_name = 'Operating Systems';"
"List distinct semesters available in course table","SELECT DISTINCT semester FROM course;"
"Count courses offered per semester","SELECT semester, COUNT(*) FROM course GROUP BY semester;"
"Find department offering 'Database Management Systems'","SELECT department FROM course WHERE course_name = 'Database Management Systems';"
"Show number of courses in each department","SELECT department, COUNT(*) FROM course GROUP BY department;"
"List all unique course types","SELECT DISTINCT course_type FROM course;"
"Get total number of courses","SELECT COUNT(*) AS total_courses FROM course;"
"Find the most credited course","SELECT * FROM course ORDER BY credits DESC LIMIT 1;"
"Find the least credited course","SELECT * FROM course ORDER BY credits ASC LIMIT 1;"
"Get average credits per semester","SELECT semester, AVG(credits) FROM course GROUP BY semester;"
"Find all courses whose name starts with 'Data'","SELECT * FROM course WHERE course_name ILIKE 'Data%';"
"List all AI-related courses","SELECT * FROM course WHERE course_name ILIKE '%AI%';"
"Find courses that belong to 'Computer Science' department","SELECT * FROM course WHERE department = 'Computer Science';"
"Show course code and semester for 'Machine Learning'","SELECT course_code, semester FROM course WHERE course_name = 'Machine Learning';"
"List all courses taught in semester 8","SELECT * FROM course WHERE semester = 8;"
"Find courses having 'Network' in their name","SELECT * FROM course WHERE course_name ILIKE '%Network%';"
"Show course codes for elective subjects","SELECT course_code FROM course WHERE course_type = 'Elective';"
"Count total credits in department 'Electronics'","SELECT SUM(credits) FROM course WHERE department = 'Electronics';"
"List courses between 3 and 6 credits","SELECT * FROM course WHERE credits BETWEEN 3 AND 6;"
"Show all courses without lab","SELECT * FROM course WHERE has_lab = FALSE;"
"Find departments that offer courses in semester 7","SELECT DISTINCT department FROM course WHERE semester = 7;"
"Get maximum credits available in a course","SELECT MAX(credits) FROM course;"
"Find all theory-based courses","SELECT * FROM course WHERE course_name ILIKE '%Theory%';"
"Show courses added after 2020","SELECT * FROM course WHERE added_year > 2020;"
"Find average duration of courses with labs","SELECT AVG(duration_weeks) FROM course WHERE has_lab = TRUE;"
"List all postgraduate-level courses","SELECT * FROM course WHERE level = 'Postgraduate';"
"Show total number of elective courses per department","SELECT department, COUNT(*) FROM course WHERE course_type = 'Elective' GROUP BY department;"
"Find number of courses in semester 1","SELECT COUNT(*) FROM course WHERE semester = 1;"
"List all core courses in IT department","SELECT * FROM course WHERE department = 'Information Technology' AND course_type = 'Core';"
"Get total credits offered by CS department","SELECT SUM(credits) FROM course WHERE department = 'Computer Science';"
"Show all courses introduced before 2018","SELECT * FROM course WHERE added_year < 2018;"
"Find course with longest duration","SELECT * FROM course ORDER BY duration_weeks DESC LIMIT 1;"
"Show department that offers maximum courses","SELECT department FROM course GROUP BY department ORDER BY COUNT(*) DESC LIMIT 1;"
"Find courses that include 'Lab' in title","SELECT * FROM course WHERE course_name ILIKE '%Lab%';"
"Show total number of semesters available","SELECT COUNT(DISTINCT semester) FROM course;"
"List all online courses","SELECT * FROM course WHERE mode = 'Online';"
"List all courses in semester 2","SELECT * FROM course WHERE semester = 2;"
"Show course names and credits for semester 3","SELECT course_name, credits FROM course WHERE semester = 3;"
"Find all courses with duration more than 12 weeks","SELECT * FROM course WHERE duration_weeks > 12;"
"Get courses with less than 3 credits","SELECT * FROM course WHERE credits < 3;"
"List courses offered by 'Mechanical' department","SELECT * FROM course WHERE department = 'Mechanical';"
"Show courses with duration between 6 and 10 weeks","SELECT * FROM course WHERE duration_weeks BETWEEN 6 AND 10;"
"Find all courses containing 'Software'","SELECT * FROM course WHERE course_name ILIKE '%Software%';"
"List courses that are core and in semester 4","SELECT * FROM course WHERE course_type = 'Core' AND semester = 4;"
"Get total number of online courses","SELECT COUNT(*) AS total_online_courses FROM course WHERE mode = 'Online';"
"Show elective courses in IT department","SELECT * FROM course WHERE course_type = 'Elective' AND department = 'Information Technology';"
"Find courses offered in semester 1 or 2","SELECT * FROM course WHERE semester IN (1,2);"
"List all courses with credits equal to 5","SELECT * FROM course WHERE credits = 5;"
"Show course names with longest duration","SELECT * FROM course ORDER BY duration_weeks DESC LIMIT 5;"
"Find shortest duration courses","SELECT * FROM course ORDER BY duration_weeks ASC LIMIT 5;"
"Get total credits per department","SELECT department, SUM(credits) AS total_credits FROM course GROUP BY department;"
"List courses that are only theory","SELECT * FROM course WHERE course_name ILIKE '%Theory%';"
"Show courses with labs in semester 6","SELECT * FROM course WHERE has_lab = TRUE AND semester = 6;"
"Find courses offered after 2019","SELECT * FROM course WHERE added_year > 2019;"
"List postgraduate courses","SELECT * FROM course WHERE level = 'Postgraduate';"
"Show courses with credits between 2 and 4","SELECT * FROM course WHERE credits BETWEEN 2 AND 4;"
"Find courses offered by 'Electrical' department","SELECT * FROM course WHERE department = 'Electrical';"
"Get all courses containing 'Engineering'","SELECT * FROM course WHERE course_name ILIKE '%Engineering%';"
"Show courses with total credits greater than 10","SELECT * FROM course WHERE credits > 10;"
"List courses that are core","SELECT * FROM course WHERE course_type = 'Core';"
"Find courses in semester 5 with labs","SELECT * FROM course WHERE semester = 5 AND has_lab = TRUE;"
"Show courses taught online","SELECT * FROM course WHERE mode = 'Online';"
"List courses starting with 'Data'","SELECT * FROM course WHERE course_name ILIKE 'Data%';"
"Find courses ending with 'Systems'","SELECT * FROM course WHERE course_name ILIKE '%Systems';"
"Show courses in semester 7 with more than 4 credits","SELECT * FROM course WHERE semester = 7 AND credits > 4;"
"Get all core courses in CS department","SELECT * FROM course WHERE course_type = 'Core' AND department = 'Computer Science';"
"List courses with credits divisible by 2","SELECT * FROM course WHERE MOD(credits,2) = 0;"
"Show top 3 courses with maximum credits","SELECT * FROM course ORDER BY credits DESC LIMIT 3;"
"Find courses with both lab and theory","SELECT * FROM course WHERE course_name ILIKE '%Lab%' AND course_name ILIKE '%Theory%';"
"List courses in semester 8 with credits 3 or 4","SELECT * FROM course WHERE semester = 8 AND credits IN (3,4);"
"Show all short courses (less than 6 weeks)","SELECT * FROM course WHERE duration_weeks < 6;"
"Find total courses per semester","SELECT semester, COUNT(*) AS total_courses FROM course GROUP BY semester;"
"List courses offered by departments starting with 'C'","SELECT * FROM course WHERE department LIKE 'C%';"
"Show courses added before 2020","SELECT * FROM course WHERE added_year < 2020;"
"Find courses that include 'Analytics'","SELECT * FROM course WHERE course_name ILIKE '%Analytics%';"
"List courses with maximum credits per department","SELECT department, MAX(credits) AS max_credits FROM course GROUP BY department;"
"Show minimum duration courses","SELECT * FROM course ORDER BY duration_weeks ASC LIMIT 5;"
"Get total credits of all elective courses","SELECT SUM(credits) AS total_credits FROM course WHERE course_type = 'Elective';"
"Find courses in semester 3 or 4","SELECT * FROM course WHERE semester IN (3,4);"
"List courses having 'Machine' in name","SELECT * FROM course WHERE course_name ILIKE '%Machine%';"
"Show all courses with missing descriptions","SELECT * FROM course WHERE description IS NULL OR description = '';"
"Find courses with more than 3 credits in IT department","SELECT * FROM course WHERE credits > 3 AND department = 'Information Technology';"
"List courses in semester 2 with duration more than 8 weeks","SELECT * FROM course WHERE semester = 2 AND duration_weeks > 8;"
"Show core courses with labs","SELECT * FROM course WHERE course_type = 'Core' AND has_lab = TRUE;"
"Get courses offered in semesters 1,2,3","SELECT * FROM course WHERE semester IN (1,2,3);"
"Find courses that are beginner-level","SELECT * FROM course WHERE level = 'Beginner';"
"List courses with credits less than 5","SELECT * FROM course WHERE credits < 5;"
"Show courses with labs and duration greater than 10 weeks","SELECT * FROM course WHERE has_lab = TRUE AND duration_weeks > 10;"
"Find online elective courses","SELECT * FROM course WHERE mode = 'Online' AND course_type = 'Elective';"
"List core courses in semester 6","SELECT * FROM course WHERE course_type = 'Core' AND semester = 6;"
"List all courses offered in semester 1","SELECT * FROM course WHERE semester = 1;"
"Show course names and their departments","SELECT course_name, department FROM course;"
"Find courses with credits greater than 4","SELECT * FROM course WHERE credits > 4;"
"Get all courses with lab component","SELECT * FROM course WHERE has_lab = TRUE;"
"List courses with duration less than 8 weeks","SELECT * FROM course WHERE duration_weeks < 8;"
"Show all courses in the 'Civil' department","SELECT * FROM course WHERE department = 'Civil';"
"Find courses containing 'Network'","SELECT * FROM course WHERE course_name ILIKE '%Network%';"
"List courses that are elective","SELECT * FROM course WHERE course_type = 'Elective';"
"Show core courses in semester 5","SELECT * FROM course WHERE course_type = 'Core' AND semester = 5;"
"Find courses with duration more than 10 weeks","SELECT * FROM course WHERE duration_weeks > 10;"
"Get all courses offered online","SELECT * FROM course WHERE mode = 'Online';"
"List courses with exactly 3 credits","SELECT * FROM course WHERE credits = 3;"
"Show courses with maximum credits","SELECT * FROM course ORDER BY credits DESC LIMIT 1;"
"Find courses in the 'Electrical' department","SELECT * FROM course WHERE department = 'Electrical';"
"List all courses containing 'AI'","SELECT * FROM course WHERE course_name ILIKE '%AI%';"
"Show total credits for semester 4","SELECT SUM(credits) AS total_credits FROM course WHERE semester = 4;"
"Find courses in semester 6 with labs","SELECT * FROM course WHERE semester = 6 AND has_lab = TRUE;"
"Get all postgraduate courses","SELECT * FROM course WHERE level = 'Postgraduate';"
"List courses offered in semester 3","SELECT * FROM course WHERE semester = 3;"
"Show courses with credits between 2 and 5","SELECT * FROM course WHERE credits BETWEEN 2 AND 5;"
"Find courses starting with 'Data'","SELECT * FROM course WHERE course_name ILIKE 'Data%';"
"List courses ending with 'Engineering'","SELECT * FROM course WHERE course_name ILIKE '%Engineering';"
"Show all core courses","SELECT * FROM course WHERE course_type = 'Core';"
"Find shortest duration courses","SELECT * FROM course ORDER BY duration_weeks ASC LIMIT 5;"
"Get average duration of all courses","SELECT AVG(duration_weeks) AS avg_duration FROM course;"
"List courses with credits divisible by 2","SELECT * FROM course WHERE MOD(credits, 2) = 0;"
"Show courses offered after 2021","SELECT * FROM course WHERE added_year > 2021;"
"Find courses with both lab and theory","SELECT * FROM course WHERE course_name ILIKE '%Lab%' AND course_name ILIKE '%Theory%';"
"List elective courses in CS department","SELECT * FROM course WHERE course_type = 'Elective' AND department = 'Computer Science';"
"Show top 5 courses by duration","SELECT * FROM course ORDER BY duration_weeks DESC LIMIT 5;"
"Find courses in semester 2 or 3","SELECT * FROM course WHERE semester IN (2,3);"
"List courses containing 'Machine Learning'","SELECT * FROM course WHERE course_name ILIKE '%Machine Learning%';"
"Show courses with missing descriptions","SELECT * FROM course WHERE description IS NULL OR description = '';"
"Find courses with credits greater than department average","SELECT * FROM course WHERE credits > (SELECT AVG(credits) FROM course WHERE department = course.department);"
"List online courses in semester 6","SELECT * FROM course WHERE mode = 'Online' AND semester = 6;"
"Show courses in semester 7 with duration more than 8 weeks","SELECT * FROM course WHERE semester = 7 AND duration_weeks > 8;"
"Find beginner-level courses","SELECT * FROM course WHERE level = 'Beginner';"
"List courses in semester 8 with labs","SELECT * FROM course WHERE semester = 8 AND has_lab = TRUE;"
"Show total courses per department","SELECT department, COUNT(*) AS total_courses FROM course GROUP BY department;"
"Find courses with credits less than 3","SELECT * FROM course WHERE credits < 3;"
"List courses that include 'Analytics'","SELECT * FROM course WHERE course_name ILIKE '%Analytics%';"
"Show maximum credits per department","SELECT department, MAX(credits) AS max_credits FROM course GROUP BY department;"
"Find minimum duration courses","SELECT * FROM course ORDER BY duration_weeks ASC LIMIT 5;"
"Get total credits of all elective courses","SELECT SUM(credits) AS total_credits FROM course WHERE course_type = 'Elective';"
"List courses with credits 3 or 4","SELECT * FROM course WHERE credits IN (3,4);"
"Show core courses in semester 6","SELECT * FROM course WHERE course_type = 'Core' AND semester = 6;"
"Find courses offered by departments starting with 'E'","SELECT * FROM course WHERE department LIKE 'E%';"
"List courses added before 2019","SELECT * FROM course WHERE added_year < 2019;"
"Show online elective courses","SELECT * FROM course WHERE mode = 'Online' AND course_type = 'Elective';"
"Find courses with labs and duration greater than 12 weeks","SELECT * FROM course WHERE has_lab = TRUE AND duration_weeks > 12;"
"List courses in semester 1 with credits more than 3","SELECT * FROM course WHERE semester = 1 AND credits > 3;"
"Show all courses with level 'Advanced'","SELECT * FROM course WHERE level = 'Advanced';"
src_nl,tgt_sql
"List all departments","SELECT * FROM department;"
"Show department names and their HODs","SELECT department_name, hod_name FROM department;"
"Get the contact email and HOD name for each department","SELECT department_name, hod_name, contact_email FROM department;"
"List departments established after 2015","SELECT * FROM department WHERE established_date > '2015-01-01';"
"Find departments established before 2000","SELECT * FROM department WHERE established_date < '2000-01-01';"
"Show total number of departments","SELECT COUNT(*) AS total_departments FROM department;"
"Get department details along with number of students in each","SELECT d.department_name, COUNT(s.student_id) AS student_count FROM department d LEFT JOIN student s ON d.department_id = s.department_id GROUP BY d.department_name;"
"List departments with more than 50 students","SELECT d.department_name, COUNT(s.student_id) AS total_students FROM department d JOIN student s ON d.department_id = s.department_id GROUP BY d.department_name HAVING COUNT(s.student_id) > 50;"
"Find departments that have active faculty members","SELECT DISTINCT d.department_name FROM department d JOIN faculty f ON d.department_id = f.department_id WHERE f.is_active = TRUE;"
"Show department name and average salary of faculty","SELECT d.department_name, AVG(f.salary) AS avg_salary FROM department d JOIN faculty f ON d.department_id = f.department_id GROUP BY d.department_name;"
"List each department and number of courses offered","SELECT d.department_name, COUNT(c.course_id) AS total_courses FROM department d LEFT JOIN course c ON d.department_id = c.department_id GROUP BY d.department_name;"
"Get departments having at least one course with credits more than 4","SELECT DISTINCT d.department_name FROM department d JOIN course c ON d.department_id = c.department_id WHERE c.credits > 4;"
"Find HODs who have departments with more than 3 faculty members","SELECT d.hod_name, d.department_name FROM department d JOIN faculty f ON d.department_id = f.department_id GROUP BY d.hod_name, d.department_name HAVING COUNT(f.faculty_id) > 3;"
"Get department and list of faculty emails under it","SELECT d.department_name, f.email FROM department d JOIN faculty f ON d.department_id = f.department_id;"
"Find departments that have no students enrolled","SELECT d.department_name FROM department d LEFT JOIN student s ON d.department_id = s.department_id WHERE s.student_id IS NULL;"
"Show departments along with total subjects taught under them","SELECT d.department_name, COUNT(sub.subject_id) AS total_subjects FROM department d JOIN course c ON d.department_id = c.department_id JOIN subject sub ON c.course_id = sub.course_id GROUP BY d.department_name;"
"Get the oldest department","SELECT * FROM department ORDER BY established_date ASC LIMIT 1;"
"Get the newest department","SELECT * FROM department ORDER BY established_date DESC LIMIT 1;"
"Update HOD name for Computer Science department","UPDATE department SET hod_name = 'Dr. Raghav Menon' WHERE department_name = 'Computer Science';"
"Delete a department that has no linked courses","DELETE FROM department WHERE department_id NOT IN (SELECT department_id FROM course);"
"Show department names along with their total enrollments","SELECT d.department_name, COUNT(e.enrollment_id) AS total_enrollments FROM department d JOIN student s ON d.department_id = s.department_id JOIN enrollment e ON s.student_id = e.student_id GROUP BY d.department_name;"
"List departments where faculty count is between 5 and 10","SELECT d.department_name, COUNT(f.faculty_id) AS faculty_count FROM department d JOIN faculty f ON d.department_id = f.department_id GROUP BY d.department_name HAVING COUNT(f.faculty_id) BETWEEN 5 AND 10;"
"Get department name and total credits offered in all courses","SELECT d.department_name, SUM(c.credits) AS total_credits FROM department d JOIN course c ON d.department_id = c.department_id GROUP BY d.department_name;"
"Find departments where at least one student has total marks above 90","SELECT DISTINCT d.department_name FROM department d JOIN student s ON d.department_id = s.department_id JOIN marks m ON s.student_id = m.student_id WHERE m.total_marks > 90;"
"Show departments and average internal marks of their students","SELECT d.department_name, AVG(m.internal_marks) AS avg_internal_marks FROM department d JOIN student s ON d.department_id = s.department_id JOIN marks m ON s.student_id = m.student_id GROUP BY d.department_name;"
"List departments and the number of distinct semesters their courses cover","SELECT d.department_name, COUNT(DISTINCT sub.semester) AS total_semesters FROM department d JOIN course c ON d.department_id = c.department_id JOIN subject sub ON c.course_id = sub.course_id GROUP BY d.department_name;"
